id,evidence_item_id,question_key,label,question_type,required,placeholder,options,sort_order,control_id,rows,accept,upload_label,cscf_version,created_at,guide,Evidence Required,Evidence Source,Collection Method,AWS Auto Level,AWS Services,Question-Level AWS Sources,Reason / Rationale
d4faf25f-3f72-4b96-9b7d-646438ca14b7,A1,connector_zone_statement,Customer connector zone boundary description (A1 architecture only),textarea,False,e.g. Control implemented via dedicated hardware with restricted access and audit logging.,[],10,,,4,,2026v,2026-03-11T07:57:01.270097Z,"For A1 only — describe the customer connector zone boundary, its firewall protection, and how it achieves equivalent security to the main zone.",Free-text narrative / explanation,Human,Manual (Human),HIGH,"Amazon VPC, EC2, AWS Config","VPC, EC2, AWS Config","While AWS (Amazon VPC, EC2, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
c8500a01-f685-4e26-b7e4-a9abcb2c2daf,A1,known_gaps_and_plan,Known documentation gaps and remediation plan,textarea,False,e.g. No gaps identified; all controls meet CSCF v2026 requirements.,[],11,,,4,,2026v,2026-03-11T07:57:01.270097Z,"List any incomplete labels, missing flows, or components not yet documented, and state the planned remediation date.",Free-text narrative / explanation,Human,Manual (Human),HIGH,"Amazon VPC, EC2, AWS Config","VPC, EC2, AWS Config","While AWS (Amazon VPC, EC2, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
c84d4838-9dd8-4b35-87a8-0125aeb9c979,A2,evidence_document,SWIFT Component Inventory Upload,file,False,,[],0,,,".csv,.xlsx,.xls,.pdf","Upload your SWIFT component inventory (spreadsheet preferred). Must include ALL in-scope systems: hostname, IP, OS version, role, zone membership (Secure Zone / Customer Zone / DMZ / Enterprise), production/test/DR status, and physical vs virtual. Use the built-in inventory table below or upload your own spreadsheet.",2026v,2026-03-11T07:57:01.270097Z,"Upload a dated network diagram (PDF/Visio/PNG) showing the SWIFT secure zone boundary, all in-scope components, firewalls, and data-flow arrows.",Document/File Upload,AWS + Human,Mixed,HIGH,"EC2, SSM, Config","EC2, RDS, ELB/ALB/NLB, Lambda — ec2:DescribeInstances, rds:DescribeDBInstances, elbv2:DescribeLoadBalancers, lambda:ListFunctions","AWS (EC2, SSM, Config) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
d3c44e92-d0c7-4e98-8366-b459af216f68,A2,inventory_rows,SWIFT Component Inventory,spreadsheet,True,,"[{""key"":""hostname"",""type"":""text"",""label"":""Hostname"",""options"":[],""required"":true},{""key"":""ip_address"",""type"":""text"",""label"":""IP Address"",""options"":[],""required"":true},{""key"":""os_version"",""type"":""text"",""label"":""OS Version"",""options"":[],""required"":true},{""key"":""function_role"",""type"":""select"",""label"":""Function/Role"",""options"":[""Messaging Interface"",""Communication Interface"",""GUI"",""SwiftNet Link"",""HSM"",""Customer Connector"",""Customer Client Connector"",""Jump Server"",""Dedicated Operator PC"",""General-Purpose PC"",""Network Device"",""Bridging Server"",""Virtualisation Platform"",""Other""],""required"":true},{""key"":""zone"",""type"":""select"",""label"":""Zone"",""options"":[""Secure Zone"",""Customer Connector Zone"",""DMZ"",""Enterprise"",""DR"",""Test""],""required"":true},{""key"":""environment"",""type"":""select"",""label"":""Environment"",""options"":[""Production"",""Test"",""DR"",""Backup""],""required"":true},{""key"":""physical_virtual"",""type"":""select"",""label"":""Physical/Virtual"",""options"":[""Physical"",""Virtual"",""Container"",""Cloud""],""required"":true},{""key"":""hypervisor_platform"",""type"":""text"",""label"":""Hypervisor/Platform"",""options"":[],""required"":false},{""key"":""host_mapping"",""type"":""text"",""label"":""VM Host (if virtual)"",""options"":[],""required"":false},{""key"":""shared_host"",""type"":""select"",""label"":""Shared Host?"",""options"":["""",""No"",""Yes""],""required"":false},{""key"":""cloud_provider"",""type"":""text"",""label"":""Cloud Provider"",""options"":[],""required"":false},{""key"":""cloud_service_model"",""type"":""select"",""label"":""Service Model"",""options"":["""",""IaaS"",""PaaS"",""SaaS""],""required"":false},{""key"":""third_party_managed"",""type"":""select"",""label"":""Third-Party Managed?"",""options"":["""",""No"",""Yes""],""required"":false},{""key"":""vendor_name"",""type"":""text"",""label"":""Vendor Name"",""options"":[],""required"":false},{""key"":""mgmt_access_type"",""type"":""select"",""label"":""Mgmt Access"",""options"":["""",""On-Site"",""Remote"",""Both""],""required"":false},{""key"":""bridging_role"",""type"":""text"",""label"":""Bridging Role (if applicable)"",""options"":[],""required"":false},{""key"":""dedicated_shared"",""type"":""select"",""label"":""Dedicated/Shared"",""options"":["""",""Dedicated"",""Shared""],""required"":false},{""key"":""notes"",""type"":""text"",""label"":""Notes"",""options"":[],""required"":false}]",1,,,,,2026v,2026-03-11T07:57:01.270097Z,"Fill in every in-scope system row — hostname, IP, OS, role, zone, environment, physical/virtual, and third-party flags are all required.",Structured Inventory/Spreadsheet,AWS + Human,Mixed,HIGH,"EC2, SSM, Config","EC2 + SSM + RDS + ELB — ec2:DescribeInstances, ssm:DescribeInstanceInformation (SWIFT-role tags), rds:DescribeDBInstances, elbv2:DescribeLoadBalancers","AWS (EC2, SSM, Config) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
6dfa7c4e-ea80-4a4b-b99a-095553254393,A2,exclusion_justification,Systems excluded from the secure zone — with justification,textarea,True,e.g. Justified due to operational requirement; compensating controls applied and documented.,[],2,,,4,,2026v,2026-03-11T07:57:01.270097Z,"For any system intentionally excluded from the secure zone, provide the hostname and a CSCF-aligned business/technical justification.",Free-text narrative / explanation,Human,Manual (Human),HIGH,"EC2, SSM, Config","EC2, SSM, AWS Config","While AWS (EC2, SSM, Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
ffbeb2ec-8bbf-44bc-b5fc-4c4647dcb927,A2,co_hosting_notes,Co-hosting decisions — non-SWIFT systems co-located in the zone,textarea,True,e.g. [Enter your response here — one or two sentences describing the relevant detail].,[],3,,,4,,2026v,2026-03-11T07:57:01.270097Z,List any non-SWIFT systems co-hosted in the secure zone and confirm they receive equivalent security controls.,Free-text narrative / explanation,Human,Manual (Human),HIGH,"EC2, SSM, Config","EC2, SSM, AWS Config","While AWS (EC2, SSM, Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
b3c936b5-24cb-41b3-98d0-a07d9794acb8,A2,bridging_server_details,Bridging server details (v2026 mandatory),textarea,True,"e.g. BRDG-01 acts as relay between Alliance Access and ERP; TLS 1.3, port 8443.",[],4,,,4,,2026v,2026-03-11T07:57:01.270097Z,"For each bridging/middleware server, provide hostname, role, back-office systems connected, and the security controls applied.",Free-text narrative / explanation,Human,Manual (Human),HIGH,"EC2, SSM, Config","EC2, SSM, AWS Config","While AWS (EC2, SSM, Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
34b61a9b-0022-4a3d-8f53-642dd969b21d,A2,customer_connector_details,Customer connector and client connector details (v2026 mandatory for A1/A4),textarea,False,"e.g. Alliance Connect Gold (server-side); handles payment initiation, TLS mutual auth.",[],5,,,4,,2026v,2026-03-11T07:57:01.270097Z,"List all customer connectors and client connectors with type, hostname, version, and architecture classification.",Free-text narrative / explanation,Human,Manual (Human),HIGH,"EC2, SSM, Config","EC2, SSM, AWS Config","While AWS (EC2, SSM, Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
bc5b7655-6257-46a1-a286-3c2b9689599a,A2,customer_zone_notes,Customer connectivity zone details (A1/A4 architecture only),textarea,False,e.g. Component: Server-01; role: messaging interface; location: secure zone rack A3.,[],6,,,3,,2026v,2026-03-11T07:57:01.270097Z,"For A1/A4 — describe the customer connectivity zone components (Alliance Connect VPN instances, dedicated PCs, jump server).",Free-text narrative / explanation,Human,Manual (Human),HIGH,"EC2, SSM, Config","EC2, SSM, AWS Config","While AWS (EC2, SSM, Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
a57f5ed0-ef24-43dd-8bc2-b4683e4a39fb,A2,known_gaps,Known inventory gaps and remediation plan,textarea,False,e.g. No gaps identified; all controls meet CSCF v2026 requirements.,[],7,,,3,,2026v,2026-03-11T07:57:01.270097Z,"Document any inventory discrepancies, pending additions, or components not yet fully captured, with expected completion dates.",Free-text narrative / explanation,Human,Manual (Human),HIGH,"EC2, SSM, Config","EC2, SSM, AWS Config","While AWS (EC2, SSM, Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
13bab170-f79a-480a-b95d-28c123427173,A3,evidence_document,Data Flow Diagram Upload,file,False,,[],0,,,".pdf,.png,.jpg,.jpeg,.vsdx,.drawio,.svg,.pptx","Upload your SWIFT data flow diagrams. Must show ALL flows between SWIFT components with: source, destination, direction arrows, protocol annotation (e.g. LAU+TLS, two-way TLS), and encryption method. Separate diagrams for internal flows and back-office flows are acceptable. Include cross-environment flows (on-prem to cloud) if applicable.",2026v,2026-03-11T07:57:01.270097Z,"Upload a dated network diagram (PDF/Visio/PNG) showing the SWIFT secure zone boundary, all in-scope components, firewalls, and data-flow arrows.",Document/File Upload,AWS + Human,Mixed,MEDIUM,"VPC Flow Logs, CloudWatch, TGW","VPC Flow Logs, TGW Flow Logs, VPC Peering, VPN Tunnels — ec2:DescribeFlowLogs, DescribeVpcPeeringConnections, DescribeVpnConnections","AWS (VPC Flow Logs, CloudWatch, TGW) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
5c0887fa-9855-4915-8098-a5d72274865a,A3,flow_inventory_notes,Internal data flow inventory — clarifications not visible on diagram,textarea,True,"e.g. Item 1: [name, version, role]; Item 2: [name, version, role].",[],1,,,5,,2026v,2026-03-11T07:57:01.270097Z,"For each flow not fully visible on the diagram, provide source, destination, direction, protocol, and encryption method.",Free-text narrative / explanation,Human,Manual (Human),MEDIUM,"VPC Flow Logs, CloudWatch, TGW","VPC Flow Logs, CloudWatch, TGW","While AWS (VPC Flow Logs, CloudWatch, TGW) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
9be38365-1779-46bf-997d-906b91cc75ec,A3,backoffice_flow_classification,Back-office data flow classification (v2026 mandatory — Control 2.4),textarea,True,e.g. [Enter your response here — one or two sentences describing the relevant detail].,[],2,,,5,,2026v,2026-03-11T07:57:01.270097Z,"Classify each back-office flow as: new direct (mandatory protection), bridging server flow (mandatory protection), or legacy direct (advisory).",Free-text narrative / explanation,Human,Manual (Human),MEDIUM,"VPC Flow Logs, CloudWatch, TGW","VPC Flow Logs, CloudWatch, TGW","While AWS (VPC Flow Logs, CloudWatch, TGW) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
ea42769d-d31a-4329-bf9e-b02151570283,A3,encryption_method_summary,Encryption method summary per flow type,textarea,True,e.g. TLS 1.3 with AES-256-GCM for all internal flows; certificates renewed annually.,[],3,,,4,,2026v,2026-03-11T07:57:01.270097Z,State the TLS version and cipher suite for each flow category — confirm compliance with SWIFT KB 5021566.,Free-text narrative / explanation,Human,Manual (Human),MEDIUM,"VPC Flow Logs, CloudWatch, TGW","VPC Flow Logs, CloudWatch, TGW","While AWS (VPC Flow Logs, CloudWatch, TGW) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
28ff55f7-d07f-4c3e-abb9-22eead15a4e2,A3,legacy_flow_migration_plan,Legacy flow migration plan (if any unprotected legacy flows exist),textarea,False,e.g. Legacy FTP flow to be replaced with SFTP by 2026-06-30; risk-accepted until then.,[],4,,,4,,2026v,2026-03-11T07:57:01.270097Z,"For any unprotected legacy direct flows, provide a migration plan with target date (advisory until 2028, then mandatory).",Free-text narrative / explanation,Human,Manual (Human),MEDIUM,"VPC Flow Logs, CloudWatch, TGW","VPC Flow Logs, CloudWatch, TGW","While AWS (VPC Flow Logs, CloudWatch, TGW) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
16b821cb-6963-47b4-b494-4261a5ed8194,A3,hsm_flow_details,HSM connection flow details,textarea,False,e.g. HSM01 connected via dedicated serial link to Alliance Access on isolated VLAN.,[],5,,,3,,2026v,2026-03-11T07:57:01.270097Z,"Describe the HSM connection flows not shown on the diagram: source, destination, protocol, and encryption method.",Free-text narrative / explanation,Human,Manual (Human),MEDIUM,"VPC Flow Logs, CloudWatch, TGW","VPC Flow Logs, CloudWatch, TGW","While AWS (VPC Flow Logs, CloudWatch, TGW) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
3b6ac2c6-ca95-4fba-ae54-5b2064fa473c,A3,cross_environment_details,Cross-environment flow details (on-premises to cloud),textarea,False,e.g. Component: Server-01; role: messaging interface; location: secure zone rack A3.,[],6,,,3,,2026v,2026-03-11T07:57:01.270097Z,Describe any flows crossing on-premises and cloud boundaries — confirm encryption method at each boundary crossing point.,Free-text narrative / explanation,Human,Manual (Human),MEDIUM,"VPC Flow Logs, CloudWatch, TGW","VPC Flow Logs, CloudWatch, TGW","While AWS (VPC Flow Logs, CloudWatch, TGW) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
443a862f-7676-4e04-884f-bab183ec00a1,A3,external_transmission_paths,"External transmission paths — backups, replication, offline processing (Control 2.5A — Advisory)",textarea,False,e.g. [Enter your response here — one or two sentences describing the relevant detail].,[],7,,,3,,2026v,2026-03-11T07:57:01.270097Z,"Describe backup replication, data extract, or offline processing paths from the secure zone to external destinations.",Free-text narrative / explanation,Human,Manual (Human),MEDIUM,"VPC Flow Logs, CloudWatch, TGW","VPC Flow Logs, CloudWatch, TGW","While AWS (VPC Flow Logs, CloudWatch, TGW) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
1f045779-6437-41c1-baad-44be2a52b0e9,A3,known_gaps,Known documentation gaps and remediation plan,textarea,False,e.g. No gaps identified; all controls meet CSCF v2026 requirements.,[],8,,,3,,2026v,2026-03-11T07:57:01.270097Z,"Document any inventory discrepancies, pending additions, or components not yet fully captured, with expected completion dates.",Free-text narrative / explanation,Human,Manual (Human),MEDIUM,"VPC Flow Logs, CloudWatch, TGW","VPC Flow Logs, CloudWatch, TGW","While AWS (VPC Flow Logs, CloudWatch, TGW) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
6277c2ac-2c50-4344-8a5f-0dc08e7f12de,A4,evidence_document,Firewall Rule Set Export Upload,file,False,,[],0,,,".txt,.csv,.pdf,.xlsx,.xls,.log,.conf","Upload exported firewall rule sets from ALL firewalls at the SWIFT secure zone boundary. Export in any format: plain text rule dump, CSV, PDF screenshot, or configuration export. If multiple firewalls exist, upload one file per firewall or a combined export. Redact sensitive IP ranges if required.",2026v,2026-03-11T07:57:01.270097Z,"Upload a dated network diagram (PDF/Visio/PNG) showing the SWIFT secure zone boundary, all in-scope components, firewalls, and data-flow arrows.",Document/File Upload,AWS + Human,Mixed,HIGH,"EC2, Network Firewall, WAF, AWS Config","Security Groups, NACLs, Network Firewall, WAF WebACLs — ec2:DescribeSecurityGroups, DescribeNetworkAcls, network-firewall:DescribeRuleGroup, wafv2:GetWebACL","AWS (EC2, Network Firewall, WAF, AWS Config) can auto-generate the underlying configuration snapshot. However, a formatted, dated, human-reviewed document/file is still required for formal submission. AWS evidence supplements and validates the upload."
0875dc35-0735-46bd-adef-65b13e02d4af,A4,firewall_inventory,Firewall inventory — list all firewalls at secure zone boundaries,textarea,True,e.g. FW-SWIFT-01 (Palo Alto PA-5260) — secure zone perimeter; FW-SWIFT-02 — internal segment.,[],1,,,4,,2026v,2026-03-11T07:57:01.270097Z,"List all firewalls protecting secure zone boundaries — device name, vendor, firmware version, and placement.",Free-text narrative / explanation,Human,Manual (Human),HIGH,"EC2, Network Firewall, WAF, AWS Config","Security Groups, NACLs, Network Firewall, WAF","While AWS (EC2, Network Firewall, WAF, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
dd18a512-4089-478b-b12e-497137f84893,A4,deny_default_confirmation,Deny-by-default posture confirmed for all rule sets?,select,True,,"[""Yes — explicit default-deny rule at end of every ruleset"", ""Partially — some rulesets missing explicit deny"", ""No — no default-deny rule in place""]",2,,,,,2026v,2026-03-11T07:57:01.270097Z,Confirm whether an explicit 'deny all' rule appears at the end of every firewall/ACL ruleset.,Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"EC2, Network Firewall, WAF, AWS Config","Network Firewall stateless/stateful rules, NACLs — network-firewall:DescribeRuleGroup, ec2:DescribeNetworkAcls (default deny check)","AWS (EC2, Network Firewall, WAF, AWS Config) can automatically retrieve this configuration state. APIs: ec2:DescribeSecurityGroups, DescribeNetworkAcls, network-firewall:DescribeRuleGroup, wafv2:GetWebACL."
adb043b6-3a1a-4cef-86c9-ad461aa5763b,A4,allow_any_exceptions,Any 'allow any' or overly permissive rules present?,textarea,True,e.g. [Enter your response here — one or two sentences describing the relevant detail].,[],3,,,4,,2026v,2026-03-11T07:57:01.270097Z,"List any 'permit any' or 'allow any any' rules, justify each, and confirm compensating controls.",Free-text narrative / explanation,Human,Manual (Human),HIGH,"EC2, Network Firewall, WAF, AWS Config","Security Groups, NACLs, Network Firewall, WAF","While AWS (EC2, Network Firewall, WAF, AWS Config) can provide supporting configuration data, a human must write the explanatory narrative, justification, or contextual description required by this field."
f148386e-3fd5-4151-867a-1ec7c06a8dc3,A4,internet_deny_confirmation,Outbound internet explicitly denied from the secure zone?,select,True,,"[""Yes — explicit deny rules blocking all outbound internet from secure zone"", ""Partial — some systems may have indirect internet paths"", ""No — no explicit outbound internet block configured""]",4,,,,,2026v,2026-03-11T07:57:01.270097Z,Confirm whether outbound internet access from the secure zone is explicitly blocked by firewall rule.,Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"EC2, Network Firewall, WAF, AWS Config","Security Groups (outbound rules), NACLs, Route Tables (no default route to IGW) — ec2:DescribeSecurityGroups, DescribeNetworkAcls, DescribeRouteTables","AWS (EC2, Network Firewall, WAF, AWS Config) can automatically retrieve this configuration state. APIs: ec2:DescribeSecurityGroups, DescribeNetworkAcls, network-firewall:DescribeRuleGroup, wafv2:GetWebACL."
2712304f-e906-4eaf-8608-a00b20afcd60,A4,jump_server_internet_status,Jump server internet access status,select,True,,"[""Blocked — no internet-permitting rule"",""Restricted — allowlisted URLs only via proxy"",""Full internet access"",""N/A — no jump server""]",5,,,,,2026v,2026-03-11T07:57:01.270097Z,Confirm the internet access status of the jump server — blocked or restricted to allowlisted URLs only.,Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"EC2, Network Firewall, WAF, AWS Config","EC2 (jump server tag), Security Groups outbound rules, Route Table — ec2:DescribeInstances (jump-server tag), DescribeSecurityGroups, DescribeRouteTables","AWS (EC2, Network Firewall, WAF, AWS Config) can automatically retrieve this configuration state. APIs: ec2:DescribeSecurityGroups, DescribeNetworkAcls, network-firewall:DescribeRuleGroup, wafv2:GetWebACL."
27f90579-8038-4697-876a-258c081c9798,A4,logging_enabled_boundary,Connection logging enabled on boundary firewall rules?,select,True,,"[""Yes — all boundary firewall rules log accepted and denied connections"", ""Partial — some boundary rules do not log"", ""No — connection logging not enabled on boundary rules""]",6,,,,,2026v,2026-03-11T07:57:01.270097Z,Confirm whether all boundary firewall rules log accepted and/or denied connections.,Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"EC2, Network Firewall, WAF, AWS Config","Network Firewall logging config, VPC Flow Logs — network-firewall:DescribeLoggingConfiguration, ec2:DescribeFlowLogs","AWS (EC2, Network Firewall, WAF, AWS Config) can automatically retrieve this configuration state. APIs: ec2:DescribeSecurityGroups, DescribeNetworkAcls, network-firewall:DescribeRuleGroup, wafv2:GetWebACL."
852489aa-c70e-48d5-8130-bc4e4d622120,A4,annual_review_date,Last annual firewall rule review date,date,True,,[],7,,,,,2026v,2026-03-11T07:57:01.270097Z,Enter the date the token assignment inventory was last reviewed — annual review is required.,Date confirmation,Human,Manual (Human),HIGH,"EC2, Network Firewall, WAF, AWS Config","Security Groups, NACLs, Network Firewall, WAF","Review, approval, and policy dates are institutional records that must be confirmed by a responsible human owner."
