id,evidence_item_id,question_key,label,question_type,required,placeholder,options,sort_order,control_id,rows,accept,upload_label,cscf_version,created_at,guide,show_when_question,show_when_values,evidence_required_raw,evidence_source,collection_method,aws_auto_level,aws_services,question_level_aws_sources,reason_rationale,answers
0a66bb8b-8476-40bf-8454-88d2dc2240cd,A2,inventory_rows,SWIFT Component Inventory (structured rows),spreadsheet,True,,"[{""key"": ""hostname"", ""label"": ""Hostname"", ""type"": ""text"", ""required"": true, ""placeholder"": ""e.g. SWIFT-MSG-01""}, {""key"": ""role"", ""label"": ""Role / Function"", ""type"": ""text"", ""required"": true, ""placeholder"": ""e.g. Messaging Interface (Alliance Access)""}, {""key"": ""os"", ""label"": ""Operating System"", ""type"": ""text"", ""required"": true, ""placeholder"": ""e.g. Windows Server 2022 / RHEL 8.9""}, {""key"": ""ip_address"", ""label"": ""IP Address"", ""type"": ""text"", ""required"": true, ""placeholder"": ""e.g. 10.10.1.10""}, {""key"": ""zone"", ""label"": ""Zone / Segment"", ""type"": ""text"", ""required"": true, ""placeholder"": ""e.g. Secure Zone (VLAN 100)""}, {""key"": ""physical_virtual"", ""label"": ""Physical / Virtual"", ""type"": ""select"", ""required"": true, ""options"": [""Physical"", ""Virtual (VMware)"", ""Virtual (Hyper-V)"", ""Cloud (IaaS)"", ""Container""]}, {""key"": ""vendor"", ""label"": ""Vendor"", ""type"": ""text"", ""required"": true, ""placeholder"": ""e.g. SWIFT / Thales / Palo Alto / Dell""}, {""key"": ""model_version"", ""label"": ""Model / Software Version"", ""type"": ""text"", ""required"": true, ""placeholder"": ""e.g. Alliance Access 7.5.28""}, {""key"": ""mfa_required"", ""label"": ""MFA Required?"", ""type"": ""select"", ""required"": true, ""options"": [""Yes"", ""No"", ""Not Applicable""]}, {""key"": ""last_hardening"", ""label"": ""Last Hardening Check"", ""type"": ""date"", ""required"": true, ""placeholder"": ""YYYY-MM-DD""}, {""key"": ""third_party"", ""label"": ""Third-Party Managed?"", ""type"": ""select"", ""required"": true, ""options"": [""Yes"", ""No""]}, {""key"": ""third_party_name"", ""label"": ""Third-Party Name (if Yes)"", ""type"": ""text"", ""required"": false, ""placeholder"": ""e.g. CyberArk / Equinix""}, {""key"": ""swift_component"", ""label"": ""SWIFT-Defined Component?"", ""type"": ""select"", ""required"": true, ""options"": [""Yes \u2014 messaging interface"", ""Yes \u2014 communication interface"", ""Yes \u2014 GUI / operator workstation"", ""Yes \u2014 HSM"", ""Yes \u2014 jump server"", ""Yes \u2014 firewall / network device"", ""No \u2014 supporting infrastructure""]}, {""key"": ""notes"", ""label"": ""Notes / Justification"", ""type"": ""text"", ""required"": false, ""placeholder"": ""Any additional context, exceptions, or justification""}]",1,,,,,2025v,2025-03-01T00:00:00Z,"Fill in every in-scope system row — hostname, IP, OS, role, zone, physical/virtual, and third-party flags are all required.",,[],Structured Inventory/Spreadsheet,AWS + Human,Mixed,HIGH,"Amazon VPC, EC2, Systems Manager, AWS Config","ec2:DescribeInstances, ssm:GetInventory, config:ListDiscoveredResources",AWS can auto-populate instance metadata; human review required to confirm SWIFT role assignments and zone placement.,"Hostname | Role | OS | IP Address | Zone | Physical/Virtual | Vendor | Model/Version | MFA Required | Last Hardening Check | Third-Party Managed | Notes
SWIFT-MSG-01 | Messaging Interface (Alliance Access 7.5) | Windows Server 2022 | 10.10.1.10 | Secure Zone | Physical | SWIFT | Alliance Access 7.5.28 | Yes | 2024-09-10 | No | Primary messaging interface
SWIFT-COMM-01 | Communication Interface (SWIFTNet Link) | RHEL 8.9 | 10.10.1.11 | Secure Zone | Physical | SWIFT | SNL 7.2.14 | Yes | 2024-09-10 | No | SWIFTNet gateway
SWIFT-GUI-01 | Operator Workstation | Windows 11 Pro | 10.10.1.20 | Secure Zone | Physical | Dell | OptiPlex 7000 | Yes | 2024-09-10 | No | Dedicated SWIFT operator PC
SWIFT-GUI-02 | Operator Workstation | Windows 11 Pro | 10.10.1.21 | Secure Zone | Physical | Dell | OptiPlex 7000 | Yes | 2024-09-10 | No | Dedicated SWIFT operator PC (backup)
SWIFT-JUMP-01 | Jump Server | Windows Server 2022 | 10.10.1.5 | Secure Zone | Virtual (VMware) | Dell | PowerEdge R750 | Yes | 2024-09-10 | No | Privileged access gateway; MFA enforced
SWIFT-HSM-01 | HSM (Luna Network HSM 7) | Firmware 7.7.0 | 10.10.1.30 | Secure Zone (HSM VLAN) | Physical | Thales | Luna Network HSM 7 | Yes (PED) | 2024-09-10 | No | Key management; PED access controlled
SWIFT-FW-01 | Boundary Firewall (Primary) | PAN-OS 11.1.2 | 10.10.1.1 | Perimeter | Physical | Palo Alto | PA-3440 | Yes | 2024-09-10 | No | Primary NGFW; default-deny policy
SWIFT-FW-02 | Boundary Firewall (HA Secondary) | PAN-OS 11.1.2 | 10.10.1.2 | Perimeter | Physical | Palo Alto | PA-3440 | Yes | 2024-09-10 | No | Active-passive HA pair
ESXI-01 | Virtualisation Host 01 | VMware ESXi 8.0 U2 | 10.10.1.50 | Secure Zone | Physical | Dell | PowerEdge R750 | Yes | 2024-09-10 | No | Hosts jump server VM
ESXI-02 | Virtualisation Host 02 | VMware ESXi 8.0 U2 | 10.10.1.51 | Secure Zone | Physical | Dell | PowerEdge R750 | Yes | 2024-09-10 | No | Standby vSphere host
MGMT-WS-01 | Management Workstation | Windows 11 Pro | 10.10.1.6 | Management VLAN | Physical | Dell | Latitude 5540 | Yes | 2024-09-10 | No | Firewall/network admin workstation
SIEM-01 | SIEM Server (Splunk) | RHEL 8.9 | 10.10.2.10 | Management Segment | Physical | Dell | PowerEdge R650 | Yes | 2024-09-10 | No | Splunk Enterprise Security v9.2
PAM-01 | PAM Vault (CyberArk) | Windows Server 2022 | 10.10.2.20 | Management Segment | Virtual (VMware) | CyberArk | CyberArk PAS 13.0 | Yes | 2024-09-10 | Yes (CyberArk) | Privileged credential vault
BACKUP-01 | Backup Server | Windows Server 2022 | 10.10.1.60 | Secure Zone | Physical | Dell | PowerEdge R350 | Yes | 2024-09-10 | No | Veeam Backup & Replication v12; encrypted backups"
fd3eda92-5538-474a-9a83-e3df22fc31d5,A2,exclusion_justification,Systems excluded from the secure zone — with justification,textarea,True,e.g. Justified due to operational requirement; compensating controls applied and documented.,[],2,,4.0,,,2025v,2025-03-01T00:00:00Z,"For any system intentionally excluded from the secure zone, provide the hostname and a CSCF-aligned business/technical justification.",,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"Amazon VPC, EC2, AWS Config","VPC, EC2, AWS Config",Exclusion justifications are authored by the security team; no AWS automation can determine business intent.,"The following systems are explicitly excluded from the SWIFT secure zone with documented justification:
1. SAP ERP Production Server (SAP-PROD-01, 10.50.1.10): General business application. Communicates with SWIFT via controlled API integration only. No SWIFT data stored permanently.
2. Enterprise file servers and print infrastructure: No SWIFT data; physically separated with no VLAN connectivity to secure zone.
3. General-purpose staff laptops: No zone access; staff use dedicated SWIFT operator PCs (SWIFT-GUI-01/02) for SWIFT operations.
All exclusions reviewed and confirmed in the most recent architecture review (2024-08-20)."
8edd3203-e139-4524-8ef7-2544a8b0b1dc,A2,co_hosting_notes,Co-hosting decisions — non-SWIFT systems co-located in the zone,textarea,True,e.g. [Enter your response here — one or two sentences describing the relevant detail].,[],3,,4.0,,,2025v,2025-03-01T00:00:00Z,List any non-SWIFT systems co-hosted in the secure zone and confirm they receive equivalent security controls.,,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"Amazon VPC, EC2, AWS Config","VPC, EC2, AWS Config",Co-hosting decisions are documented by the architecture team.,No non-SWIFT systems are co-hosted within the SWIFT secure zone. The zone exclusively contains SWIFT-related components as inventoried in A2. A formal co-hosting risk assessment was performed in May 2024 concluding no business justification exists. The zone isolation policy prohibits introduction of non-SWIFT systems without prior written CISO approval and updated risk assessment.
cd4c264c-a939-464f-84d1-d42faeb030a1,A2,customer_connector_details,Customer connector and client connector details (advisory — v2025),textarea,False,"e.g. Alliance Connect Gold (server-side); handles payment initiation, TLS mutual auth.",[],4,,4.0,,,2025v,2025-03-01T00:00:00Z,"Advisory in v2025. List all customer connectors with type, hostname, version, and architecture classification. Customer client connectors are advisory in-scope under v2025.",,[],Free-text narrative / explanation,Human,Manual (Human),MEDIUM,,,"Customer client connectors are advisory in-scope under v2025 (bracket notation in 1.1, 1.2, 2.3, etc.).",Not applicable for this assessment. Architecture Type A2 does not include customer client connectors. No connectivity to external customer systems is in scope for this CSCF v2025 assessment.
5c00cce5-573c-449c-b1dd-34165b2cb538,A2,third_party_flags,Third-party managed systems flagged in inventory?,select,True,,"[""Yes"", ""No"", ""Partial""]",5,,,,,2025v,2025-03-01T00:00:00Z,Confirm that every system managed by a third party is flagged as such in the inventory — these systems have implications for Control 2.8.,,[],Configuration state confirmation (Yes/No/Status),AWS + Human,Mixed,HIGH,"Amazon VPC, EC2, AWS Config","EC2, Config",AWS can tag instances; human review required to confirm third-party management status.,Yes
ff7bbc43-a006-4f39-98de-fb467c539190,A2,known_gaps,Known inventory gaps and remediation plan,textarea,False,e.g. No gaps identified; all controls meet CSCF v2026 requirements.,[],6,,4.0,,,2025v,2025-03-01T00:00:00Z,"Document any inventory discrepancies, pending additions, or components not yet fully captured, with expected completion dates.",,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,,Gap logging is an institutional record.,Inventory completeness confirmed at 100% as of 2024-08-20. One gap identified in Q2 2024 (backup server firmware version not recorded) was remediated in July 2024. Next full inventory reconciliation: February 2025.
6966e965-739f-4a58-af98-7064d8bdcaa7,A3,evidence_document,Data Flow Diagram Upload,file,False,,[],0,,,".pdf,.png,.jpg,.jpeg,.vsdx,.drawio,.svg,.pptx","Upload the data flow diagram (PDF/Visio/PNG). Must show direction, protocol, encryption method, and whether flows cross the zone boundary.",2025v,2025-03-01T00:00:00Z,"Upload the SWIFT data flow diagram showing all flows between SWIFT components, back-office systems, and external destinations.",,[],Document/File Upload,AWS + Human,Mixed,MEDIUM,"Amazon VPC, EC2, AWS Config","VPC, EC2, AWS Config",AWS VPC Flow Logs can supplement but not replace the annotated data flow diagram.,SWIFT_Data_Flow_Diagram_v2025.pdf
2a784c98-5116-4983-964b-7201e2f363d8,A3,flow_inventory_notes,Internal data flow inventory — flows not visible on diagram,textarea,True,"e.g. Item 1: [name, version, role]; Item 2: [name, version, role].",[],1,,4.0,,,2025v,2025-03-01T00:00:00Z,"For each internal SWIFT-to-SWIFT flow not fully visible on the diagram, provide source, destination, direction, protocol, and encryption method.",,[],Free-text narrative / explanation,Human,Manual (Human),MEDIUM,"Amazon VPC, EC2, AWS Config","VPC Flow Logs, EC2, Config",VPC Flow Logs provide network traffic data; human annotation required for protocol and encryption details.,"Data flow clarifications supplementing the diagram:
- DF-001: Alliance Access ↔ SNL — bidirectional, TLS 1.3, TCP/443 (internal SWIFT messaging)
- DF-002: Operator GUI ↔ Alliance Access — HTTPS TLS 1.3, TCP/443 (operator session)
- DF-003: HSM ↔ Alliance Access — Luna NTL encrypted channel, TCP/1792, HSM VLAN only
- DF-004: Alliance Access ↔ SWIFTNet (outbound) — TLS 1.3, SWIFT-managed PKI
- DF-005: SAP ERP ↔ Alliance Access (advisory) — HTTPS TLS 1.3 via dedicated API rule
All flows confirmed by latest firewall rule review (2024-09-10). No undocumented flows exist."
7d1deefa-58c0-473a-a80f-f90796621ff7,A3,encryption_method_summary,Encryption method summary per flow type,textarea,True,e.g. TLS 1.3 with AES-256-GCM for all internal flows; certificates renewed annually.,[],2,,4.0,,,2025v,2025-03-01T00:00:00Z,State the TLS version and cipher suite for each flow category — confirm all zone-crossing flows are encrypted.,,[],Free-text narrative / explanation,Human,Manual (Human),MEDIUM,"Amazon VPC, EC2, AWS Config","VPC Flow Logs, ACM, EC2",AWS ACM can show certificate details; encryption method per flow requires human documentation.,"Encryption summary by flow type:
1. Internal SWIFT messaging (Alliance Access ↔ SNL): TLS 1.3 — ECDHE-RSA-AES256-GCM-SHA384
2. Operator sessions (GUI ↔ Alliance Access): HTTPS TLS 1.3 — AES-256-GCM (Control 2.6)
3. HSM communication: Thales Luna NTL — AES-256, proprietary encrypted channel
4. SWIFTNet outbound: TLS 1.3, SWIFT-managed PKI certificates
5. Back-office advisory flows: HTTPS TLS 1.3 — AES-256-GCM
6. Backup flows (advisory 2.5A): AES-256 at rest + TLS 1.3 in transit
TLS 1.0 and 1.1 are disabled on all SWIFT zone endpoints."
97327d65-4dc8-44c9-bbd9-71f04238e798,A3,backoffice_flow_inventory,Back-office data flow inventory (advisory — Control 2.4A),textarea,False,e.g. Alliance Access → ERP Gateway | TLS 1.3 | AES-256-GCM | Protected; Advisory Control 2.4A.,[],3,,4.0,,,2025v,2025-03-01T00:00:00Z,"Advisory in v2025 under Control 2.4A. Document back-office flows: source, destination, protocol, encryption status. SWIFT recommends identifying flows now as preparation for v2026 mandatory requirement.",,[],Free-text narrative / explanation,Human,Manual (Human),LOW,,,Control 2.4A is advisory in v2025. Early inventory documentation is strongly recommended by SWIFT.,"Advisory — Control 2.4A: Back-office data flows documented:
- DF-005: SAP ERP (10.50.1.10) → Alliance Access API endpoint (10.10.1.10:443): HTTPS TLS 1.3, payment instruction submission
- DF-006: Alliance Access → SAP ERP: HTTPS TLS 1.3, payment confirmation callbacks
Both flows are protected by TLS 1.3 with certificate-based authentication. SAP ERP server is outside the secure zone; traffic passes through the boundary firewall via a specific permit rule (logged). No unencrypted back-office flows exist."
4a8d2c73-d675-4a0b-b8d0-42aeec5a7f2a,A3,external_transmission_paths,"External transmission paths — backups, replication (advisory — Control 2.5A)",textarea,False,e.g. [Enter your response here — one or two sentences describing the relevant detail].,[],4,,4.0,,,2025v,2025-03-01T00:00:00Z,"Advisory in v2025 under Control 2.5A. Describe backup replication, data extract, or offline processing paths from the secure zone to external destinations.",,[],Free-text narrative / explanation,Human,Manual (Human),LOW,,,Control 2.5A is advisory in v2025.,"Advisory — Control 2.5A:
Backup flows: SWIFT messaging database backups are encrypted with AES-256 before transmission to the offsite backup facility over a dedicated MPLS link (not internet). Backup media is encrypted at rest (AES-256) and stored in an access-controlled offsite vault.
No SWIFT data replication over public internet. Offline processing not applicable."
f588a6ed-1de3-43f9-8deb-870bc84eb6bf,A3,known_gaps,Known documentation gaps and remediation plan,textarea,False,e.g. No gaps identified; all controls meet CSCF v2026 requirements.,[],5,,4.0,,,2025v,2025-03-01T00:00:00Z,"Document any inventory discrepancies, pending additions, or components not yet fully captured.",,[],Free-text narrative / explanation,Human,Manual (Human),NONE,,,Gap logging is an institutional record.,All data flow documentation is current as of 2024-09-15. No outstanding gaps. Next review: Q3 2025.
9ffe9edd-b1b0-4b37-87b4-0f1bc208a1b4,A4,evidence_document,Firewall Rule Set Export Upload,file,False,,[],0,,,".pdf,.png,.jpg,.jpeg,.txt,.csv,.xlsx","Upload the firewall rule set export (PDF, text, or screenshot). Must cover all boundaries: secure zone ↔ enterprise IT, secure zone ↔ internet, customer connector zone (if A1).",2025v,2025-03-01T00:00:00Z,Upload firewall rule set exports for all zone boundaries.,,[],Document/File Upload,AWS + Human,Mixed,HIGH,"Amazon VPC, EC2, AWS Config","ec2:DescribeSecurityGroups, DescribeNetworkAcls, DescribeRouteTables",AWS Config and EC2 can export Security Group and NACL rules automatically.,Firewall_RuleSet_Export_v2025.xlsx
f520780c-87c8-478c-9f73-1b3b9414ac7f,A4,firewall_inventory,Firewall inventory — all firewalls at secure zone boundaries,textarea,True,e.g. FW-SWIFT-01 (Palo Alto PA-5260) — secure zone perimeter; FW-SWIFT-02 — internal segment.,[],1,,4.0,,,2025v,2025-03-01T00:00:00Z,"List all firewalls protecting secure zone boundaries — device name, vendor, firmware version, and placement.",,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"Amazon VPC, EC2, AWS Config","EC2, VPC, AWS Config",Firewall inventory is an institutional record authored by the network team.,"Firewalls at SWIFT secure zone boundaries:
1. SWIFT-FW-01 — Palo Alto PA-3440 (Primary)
   PAN-OS 11.1.2 | IP: 10.10.1.1 | Dedicated SWIFT zone protection | Policy: default-deny
2. SWIFT-FW-02 — Palo Alto PA-3440 (HA Secondary)
   PAN-OS 11.1.2 | IP: 10.10.1.2 | Active-passive HA | Failover tested 2024-10-01
Both firewalls are dedicated to SWIFT zone protection only — no shared use with non-SWIFT zones."
32bf6213-7d81-44ed-9cae-5931d3db6db3,A4,deny_default_confirmation,Deny-by-default posture confirmed for all rule sets?,select,True,,"[""Yes"", ""No"", ""Partial""]",2,,,,,2025v,2025-03-01T00:00:00Z,Confirm whether an explicit deny-all rule appears at the end of every firewall/ACL ruleset.,,[],Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"Amazon VPC, EC2, AWS Config","ec2:DescribeNetworkAcls, DescribeSecurityGroups — look for explicit deny-all or absence of allow-all rules",AWS can enumerate Security Group and NACL rules to check for deny-by-default posture.,Yes
22c75773-78a4-47be-811d-1459aa18ece2,A4,allow_any_exceptions,Any permit-any or overly permissive rules present?,textarea,True,e.g. [Enter your response here — one or two sentences describing the relevant detail].,[],3,,4.0,,,2025v,2025-03-01T00:00:00Z,"List any permit-any or allow-any-any rules, justify each, and confirm compensating controls.",,[],Free-text narrative / explanation,Human,Manual (Human),HIGH,"Amazon VPC, EC2, AWS Config","SecurityGroups, NACLs, Config",Permissive rule justifications require human authorship.,"No permit-any or overly permissive rules present. Confirmed by annual firewall rule review (2024-09-10, performed by Jane Smith — Senior Information Security Analyst):
- Zero rules with source = ""any"" AND destination = ""any""
- Zero rules with destination port = ""any"" for untrusted-to-trusted traffic
- All permit rules are application-aware, source/destination-specific, and individually logged
- One broad-port rule from 2023 was remediated in Q1 2024 and replaced with application-specific rules."
20599982-761d-4823-b5ee-db59cc05bd56,A4,internet_deny_confirmation,Outbound internet explicitly denied from the secure zone?,select,True,,"[""Yes"", ""No"", ""Exception documented""]",4,,,,,2025v,2025-03-01T00:00:00Z,Confirm whether outbound internet access from the secure zone is explicitly blocked by firewall rule.,,[],Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"Amazon VPC, EC2, AWS Config","ec2:DescribeRouteTables, DescribeInternetGateways, DescribeNatGateways",AWS can check whether route tables associate the secure zone subnets with an Internet Gateway.,Yes
a33c4953-23ff-463e-96d4-a829faab0e7c,A4,logging_enabled_boundary,Connection logging enabled on boundary firewall rules?,select,True,,"[""Yes"", ""No"", ""Partial""]",5,,,,,2025v,2025-03-01T00:00:00Z,Confirm whether all boundary firewall rules log accepted and/or denied connections.,,[],Configuration state confirmation (Yes/No/Status),AWS,Automated (AWS),HIGH,"Amazon VPC, EC2, AWS Config, CloudTrail",ec2:DescribeFlowLogs — VPC Flow Logs enabled for secure zone VPCs?,AWS VPC Flow Logs confirm logging at the network layer.,Yes
f1e00f4e-2aba-4da5-aef6-0d44049c4d6b,A4,annual_review_date,Last annual firewall rule review date,date,True,YYYY-MM-DD,[],6,,,,,2025v,2025-03-01T00:00:00Z,Enter the date the firewall rules were last reviewed — annual review is required.,,[],Date confirmation,Human,Manual (Human),HIGH,,,Review dates are institutional records.,2024-09-10
